,Empresa,nome,count_x,count_y,proporcao_nomes_por_qtde_socios
2652,Arjes Confeccoes Ltda.,Khoury,2,2,100.0
2655,Arkema Coatex Brasil Industria e Comercio Ltda.,Ameriques,1,1,100.0
2657,Arlindo de Freitas Plantas,Arlindo,1,1,100.0
2659,Armacell Brasil Ltda.,Armacell,3,3,100.0
2668,Armarinhos Rubinho Ltda.,Gayoso,4,5,80.0
2675,Armazem Brasil Comercio de Alimentos Ltda.,Aguazul,1,2,50.0
2678,Armazem Lanches Delivery Ltda.,Alves,1,1,100.0
2682,Armored Servicos de Limpeza e Portaria Ltda.,Augusto,1,1,100.0
2691,Arnes Holding Participacoes Ltda.,Samaia,3,3,100.0
2692,Arnor Serafim Jr.- Advogados Associados,Almeida,1,4,25.0
2710,Arpol Conforto Termico Ltda.,Pereira,2,2,100.0
2711,Arq Solucoes em Servicos Ltda.,Duque,1,1,100.0
2714,Arqtec Revestimentos Metalicos e Servicos Ltda.,Chrisostomo,1,1,100.0
2718,Arquiteto Hector Vigliecca e Associados Ltda.,Consorcio,2,2,100.0
2721,Arquitetura Julio Neves S/S Ltda.,Franco,1,1,100.0
2727,Arruda Alvim & Thereza Alvim Advocacia e Consultoria Juridica,Alvim,3,14,21.428571428571427
2770,Arsitec Eletronica Comercio e Servicos Ltda.,Cardoso,1,3,33.33333333333333
2778,Art Center Producoes Digitais e Comercio Eireli,Galian,1,1,100.0
2781,Art Clean Servicos e Apoio Empresarial Ltda.,Antonio,1,1,100.0
2784,Art Dolci Comercio de Alimentos Eireli,Agostinho,1,1,100.0
2788,Art Services Solucoes & Logistica S.A.Falido,Adri,1,1,100.0
2791,Arte Contemporanea Comercial Ltda.,Alessandra,1,3,33.33333333333333
2801,Arte Cozinhas Design Ltda.,Ali,1,1,100.0
2804,Artefatos de Metais Condor Ltda.,Juliana,1,1,100.0
2812,Artesana Sistemas Construtivos Ltda.,Pagliuso,3,4,75.0
2816,Artgusto Gastronomia Ltda.,Cesar,1,3,33.33333333333333
2824,Artha Parking Ltda.,Fernando,1,1,100.0
2827,Arthrex do Brasil Importacao e Comercio de Equipamentos Medicos Ltda.,Arthrex,2,2,100.0
2830,Arthur Aguiar do Valle Piccinini,Aguiar,1,1,100.0
2834,Artimage Industria e Comercio Ltda.,Hercio,1,1,100.0
2837,Arts Essencias Industria e Comercio Ltda.,Albino,1,3,33.33333333333333
2846,Artur Eberhardt Industria e Comercio Ltda. - em Recuperacao Judicial,Tocantins,1,1,100.0
2847,Aruba Brasil Produtos Quimicos Ltda.,Angus,1,3,33.33333333333333
2858,Arvek Tecnica e Construcoes Ltda.,Consorcio,13,16,81.25
2884,Arz Mao de Obra Especializada Ltda.,Servicos,1,1,100.0
2887,As Eventos Ltda.,Rachid,1,1,100.0
2889,Ascential Servicos de Informacao Ltda.,Ascential,1,1,100.0
2893,Ascona Malhas Ltda.,Abed,2,2,100.0
2899,Asg do Brasil Tecnologia da Informacao Ltda.,Asg,1,2,50.0
2903,Asis Projetos de Informatica Ltda.,Almeida,1,3,33.33333333333333
2913,Asistbras - Assistencia ao Viajante Ltda.,Ace,1,1,100.0
2916,Aspect Software Comercio e Servicos de Informatica Ltda.,Aspect,2,3,66.66666666666666
2923,Aspem Engenharia Ltda.,Braz,1,1,100.0
2926,Aspentech Software Brasil Ltda.,Aspen,2,2,100.0
2930,Asperbras Importacao e Exportacao Ltda.,Asperbras,1,2,50.0
2934,Aspicuelta Moveis e Decoracao Ltda.,Albuquerque,1,1,100.0
2938,Asprev Assistencia Previdenciaria Ltda.,Cuarelli,1,1,100.0
2942,Ass Terceirizacao de Servicos Ltda.,Alexsandra,1,1,100.0
2946,Assa Abloy Global Solutions Importacao Exportacao de Equipamentos Eletronicos Ltda.,Abloy,1,1,100.0
2951,Assessoria Tecnica Atene Ltda.,B.V.,2,2,100.0
2955,Assistec Servicos Tecnicos Ltda.,Decio,1,1,100.0
2957,Assistec Tecnologia Comercio e Eletronica Ltda.,Edson,1,1,100.0
2960,Assistencia Medica Domiciliar Assuncao S.A.,Auricchio,1,1,100.0
2963,Assoc Nipo Bras de Assintencial Social - Enkyo,Inoue,1,1,100.0
2965,Associacao Cemiterio Israelita de S.A.Paulo Chevra Kadisha,Szloma,1,1,100.0
2972,"Associados da Cultura, Educacao e Ensino de Sao Paulo Ltda.",Porto,2,2,100.0
2974,Asstam Combustiveis Ltda.,Ambiental,1,2,50.0
2982,Ast Locadora Ltda.,Abucham,1,3,33.33333333333333
2993,Asten & Cia Ltda.,Asten,3,3,100.0
3000,Astir Assessoria Tecnica Imobiliaria e Participacoes Ltda.,America,1,1,100.0
3002,Astral Abc Terenci Servicos Ltda.,Dulce,1,1,100.0
3004,Astral Instaladora Eletrica Ltda.,Marcos,1,1,100.0
3006,Astrum Comercio de Alimentos Ltda.,(CNPJ:09000493/0002-15),1,1,100.0
3010,Asts Comercio de Roupas e Calcados Ltda.,Isaura,1,1,100.0
3013,Asturias Hospedagens Ltda.,Andrade,1,2,50.0
3020,Astustec Medical Tecnology Comercio e Assistencia Tecnica em Aparelhos Medicos Ltda.,Borges,1,3,33.33333333333333
3027,Asurion Servicos Ltda.,Asurion,2,4,50.0
3035,Ata Assessoria Ind.e Com.de Tensoativos Ltda.,Fejfar,5,5,100.0
3043,Atacadao Giro Participacoes Ltda.,Abrahao,1,1,100.0
3045,Ataildes Cafe dos Santos Construcoes,Ataildes,1,1,100.0
3049,Atelier Cursos Livres Ltda.,Escola,1,1,100.0
3051,Atemis Sistemas de Seguranca Ltda.,Jose,1,1,100.0
3054,Athenabanco Ltda.,Antonio,1,2,50.0
3061,Athie Wohnrath Empreiteira Ltda.,Isf,1,1,100.0
3062,Athletix Empreendimentos Esportivos Ltda.,Antonio,1,6,16.666666666666664
3082,Athos Informatica Ltda.,Ahreas,1,1,100.0
3084,Atipica Servicos de Portaria e Conservacao Ltda.,Curti,1,1,100.0
3086,Ativa Construcoes Ltda.,Bruno,1,2,50.0
3094,Atlanta Materiais Para Construcao Ltda.,Empreendimentos,2,3,66.66666666666666
3099,Atlantica Ocean View Empreendimento Imobiliario Spe Ltda.,Construtora,1,2,50.0
3104,Atrio Construtora e Incorporadora Ltda.,Alice,1,1,100.0
3111,Attentive Seguranca e Vigilancia Patrimonial e Servicos Ltda.,Startari,2,2,100.0
3112,Attitude Agencia de Recursos Humanos Ltda.,Dias,1,1,100.0
3115,Attow Automotive Industria e Comercio Ltda.,Fernandes,1,1,100.0
3118,Atua Incorporadora S.A.,Atua,4,5,80.0
3132,Aucema Industria e Montagem Ltda.,Artur,1,1,100.0
3136,Audi Jj Servicos Gerais Ltda.,Mares,1,2,50.0
3142,Audilink & Cia.Auditores,Bianchessi,1,2,50.0
3148,Audiomix Eventos Ltda.,Araujo,1,1,100.0
3152,Auge Plus Servicos Gerais Ltda.,Aurelio,1,1,100.0
3155,Auge Seguranca e Vigilancia Ltda.,Mares,1,2,50.0
3161,Aumund Ltda.,Aumund,2,2,100.0
3166,Aunica Solucoes Digitais Ltda.,Echeverri,1,4,25.0
3177,Aureon - Instalacoes e Servicos Ltda. em Recuperacao Judicial,Barros,1,4,25.0
3190,Aureon Ind e Com de Equipamentos Eletronicos Ltda. em Recuperacao Judicial,Sob,1,1,100.0
3192,Aurizon Engenharia e Construcoes Ltda.,Sivol,1,2,50.0
3194,Aurum Software - Eireli,Brazil,1,1,100.0
3199,Ausion Seguranca Patrimonial Ltda.,Aparecido,1,1,100.0
3206,Aut Service Comercio e Servicos Ltda.,Jose,2,4,50.0
3214,Autimpex Comercial Ltda.,Apparecida,1,1,100.0
3222,Auto Pecas e Acessorios Yokota Ltda.,Endo,3,6,50.0
3230,Auto Viacao Jurema Ltda.,Eletrosul,1,1,100.0
3240,Automatos Servicos e Desenvolvimento de Software Ltda.,Silva,2,3,66.66666666666666
3242,Autonomy Investimentos Desenvolvimentos Imobiliarios Ltda.,Campista,1,5,20.0
3258,Autopista Conservacao e Servicos Ambientais Ltda.,Bruno,1,1,100.0
3261,Autron Automacao Industria e Comercio Ltda.,Inov,1,1,100.0
3468,"Autuori, Burmann Sociedade de Advogados",Silva,12,100,12.0
3487,Avance do Brasil Consultoria de Recursos Humanos Ltda.,Hayashi,1,1,100.0
3489,Avanos Medical Brasil Consultoria Ltda.,Avanos,1,2,50.0
3494,Avante Pinturas Ltda.,Alcantara,1,1,100.0
3497,Avanti Pesquisa Clinica Ltda.,Leonardo,1,1,100.0
3500,Avanti Sports - Atividades Esportivas Ltda.,Cafaro,1,1,100.0
3505,Avelanozo Transportes de Cargas Ltda.,Ramos,1,1,100.0
3511,Avelino Logistica Ltda.,Bidcorp,2,3,66.66666666666666
3515,Avellar Servicos Automotivos e Auto Pecas Ltda.,Alberto,1,1,100.0
3519,Aventura Prestadora de Servicos Ltda.,Gomes,1,1,100.0
3522,Aveva Software Brasil Ltda.,Aveva,1,1,100.0
3525,Avita Construcoes e Incorporacoes Ltda.,Ignacio,1,2,50.0
3530,Avnet do Brasil Ltda.,Avnet,2,3,66.66666666666666
3539,Awin Veiculacao de Publicidade Na Internet Ltda.,Ag,1,1,100.0
3541,Awsete Service Brasil Terceirizacao Ltda.,Deivis,1,1,100.0
3545,Ax4B Sistemas de Informatica Ltda.,Antonio,1,1,100.0
3549,Axiom Eletronics Desenvolvimento e Integracao de Sistemas Ltda.,Andrade,2,2,100.0
3555,Axis Communications Comercio e Servicos de Comunicacoes Ltda.,Ab,2,2,100.0
3558,Axis Distribuidora de Perfumaria e Cosmeticos Ltda.,Chiuratto,1,2,50.0
3566,Az Auto Estetica Ltda.,Ismael,1,1,100.0
3570,Azbil Telstar Brasil Consultoria Ltda.,Azbil,2,3,66.66666666666666
3778,Azevedo Sette Advogados Associados (São Paulo),Souza,5,83,6.024096385542169
3799,Azimut Brasil Wealth Management Holding S.A.,Gestora,2,5,40.0
3809,Aztlan Industria de Eletroeletronicos Ltda.,Bighetti,2,3,66.66666666666666
3816,Azul Servicos Ltda.,Amaral,1,1,100.0
3819,Azul Transportes e Turismo Ltda. (São Paulo),Barbosa,3,4,75.0
3830,Azzurra Confeccoes Ltda.,Bl1963,1,2,50.0
3835,B & B - Engenharia e Construcoes Ltda.,Barros,1,2,50.0
3844,"B B L Engenharia, Construcao e Comercio Ltda.",Empreendimentos,2,2,100.0
3846,B K O Engenharia e Comercio Ltda.,Bko,1,1,100.0
3847,B&T Corretora de Cambio Ltda.,B&t,1,2,50.0
3853,B.Lem Comercio de Alimentos Ltda.,Ana,1,5,20.0
3869,B.W.Assessoria Contabil e Recursos Humanos Ltda.,Almeida,1,2,50.0
3875,B/Ferraz Comunicacao Promocional Ltda.,Administracao,1,3,33.33333333333333
3885,B2 Agencia Ltda.,Balma,1,4,25.0
3897,B2 Contabilidade Ltda.,Alberto,1,1,100.0
3900,Babel Publicidade Ltda.,Anguita,1,1,100.0
3903,Backseg - Gestao de Documentos e Recebiveis Ltda.,Aparecida,1,2,50.0
3911,Baidu Brasil Internet Ltda.,Baidu,2,2,100.0
3922,Baker Tilly 4Partners Auditores Independentes S/S,Fabio,3,10,30.0
3946,Bakery Confeitaria Ltda.,Antonio,1,2,50.0
3956,Balas e Caramelos Acumel Ltda.,Gomes,6,6,100.0
3965,Bamberg Imoveis Ltda.,Credimorar,1,1,100.0
3968,Bambinos Centro Educacional Ltda.,Ana,1,1,100.0
3973,Banco Besa S.A.,Agropecuaria,1,1,100.0
3976,Banco Caixa Geral - Brasil S.A.,(100.00%),1,1,100.0
3980,Banco Cruzeiro do Sul S.A.- Falido,Comercial,1,2,50.0
3985,Banco Fator S.A.,Carlos,1,1,100.0
3989,Bandeira Paulista Servicos e Sistemas de Seguranca Ltda.,Alexander,1,1,100.0
3992,Banpar Fomento Comercial e Servicos Ltda.,Administracao,1,3,33.33333333333333
3999,Banqi Instituicao de Pagamento Ltda,Carriereq,1,3,33.33333333333333
4011,Bar da Dona Onca Ltda.,Rueda,2,3,66.66666666666666
4019,Bar do Alemao da Granja Viana Ltda.,Simoes,2,2,100.0
4025,Bar do Alemao de S.A.Paulo - Consulado de Itu Ltda.,Passos,2,2,100.0
4044,Bar e Lanches Estadao Ltda.,Zonta,9,10,90.0
4050,Bar e Lanches Rolim e Lanca Ltda.,Silva,2,2,100.0
4051,Bar e Restaurante Acirema Ltda.,Apam,1,7,14.285714285714285
4061,Bar e Restaurante Als Ltda.,Cavalcanti,1,6,16.666666666666664
4068,Bar e Restaurante Appl Ltda.,Fernando,1,6,16.666666666666664
4076,Bar e Restaurante Bsp Ltda.,Laja,1,1,100.0
4077,Bar e Restaurante Ctn Ltda.,Anagu,1,9,11.11111111111111
4092,Bar e Restaurante Mrb Ltda.,Anagu,1,10,10.0
4112,Barbieri Construtora e Incorporadora Ltda.,Barbieri,2,2,100.0
4183,"Barbosa, Mussnich e Aragao Advogados (Sao Paulo) (CNPJ 02853076/0001-95)",Felipe,4,66,6.0606060606060606
4318,Barcelona Doces e Paes Ltda.,Gomes,2,4,50.0
4325,Barco Ltda.,Barco,2,2,100.0
4328,Bare Servicos Empresariais Ltda.,Bare,2,2,100.0
4333,Barela Corp Corretora de Seguros Ltda.,Corretora,1,1,100.0
4336,Barra Americas Editora Ltda.,Brasileira,1,1,100.0
4341,Barra Funda Hotelaria Ltda.,Camps,6,6,100.0
4352,Barraconsult Ltda.,Barra,2,3,66.66666666666666
4357,Barreira Grande Comercio de Alimentos Ltda.,Aguazul,1,2,50.0
4362,Barus Servicos Terceirizados - Eireli,Leandro,1,1,100.0
4367,Base Aerofotogrametria e Projetos S.A.,Cobo,2,3,66.66666666666666
4372,Basel Industria e Comercio de Joias Ltda.,Eduardo,1,1,100.0
4378,Basesav Assessoria e Planejamento Ltda.,Savioli,2,2,100.0
4384,Basic Elevadores Ltda.,Pereira,2,2,100.0
4385,Basilar Mng Servicos Ltda.,Brandao,1,2,50.0
4391,Basilicata Laurenti Ltda.,Aal,1,6,16.666666666666664
4398,Basse Sistemas de Servicos Ltda.,Antonio,1,2,50.0
4405,Basso Componentes Automotivos Ltda.,Basso,1,1,100.0
4407,Batel Negocios Imobiliarios Ltda.,Cegima,2,2,100.0
4408,Batie Ind e Com Prod Aliment Imp Export Ltda.,Suzuki,1,1,100.0
4411,"Batista - Beneficiadora de Frutas, Legumes e Verduras Ltda.",Batista,2,2,100.0
4416,Batista Comercio de Legumes Ltda.,Batista,2,2,100.0
4424,Bavaria Servicos de Representacao Comercial Ltda.,Unicredit,2,2,100.0
4425,Bay Hill Sp Administracao Ltda.,Br,1,1,100.0
4431,Bayard Textil Ltda.,Kupferman,4,5,80.0
4437,Bbc do Brasil Comunicacao Ltda.,Bbc,1,2,50.0
4444,Bbm Bar e Restaurantes Ltda.,Bandeira,2,4,50.0
4455,Bcf Plasticos Ltda.,Capozzielli,2,3,66.66666666666666
4461,Bcr Teleatendimento Ltda.,Rodrigues,2,2,100.0
4464,Bds Distribuidora Ltda.,Dias,1,1,100.0
4484,Beacon School Ensino Integrado Ltda.,Sawaya,2,5,40.0
4487,Beam Suntory Brasil Importacao e Comercio de Bebidas Ltda.,Limited,2,2,100.0
4491,Beat Press Comercial e Industrial Ltda.,Agostinho,1,2,50.0
4501,Beauty Care Centro de Cirurgia Plastica Ltda.,Favano,2,5,40.0
4510,Beauty Fair Eventos e Promocoes Ltda.,Dois,1,2,50.0
4513,Bebe Saude Ltda.,Ag,1,2,50.0
4519,Bec Contact Center do Brasil Ltda.,Bruna,1,2,50.0
4527,Bee Servicos de Limpeza e Conservacao Ltda.,Gushiken,2,2,100.0
4531,Beer Motors Veiculos Pecas e Servicos Ltda.,Beer,1,1,100.0
4537,Begel Industria e Comercio de Refrigeracao Ltda.,Menezes,2,3,66.66666666666666
4542,"Begur Transportes Rodoviarios, Logistica e Servicos S.A.",Alberto,1,1,100.0
4546,Beira Rio Hortifrutigranjeiros Ltda.,Beira,3,3,100.0
4551,Belgamax Servicos Ltda.,Aparecido,1,2,50.0
4561,Belimo Brasil - Montagens e Comercio de Automacao Ltda.,Ag,1,1,100.0
4564,Bella Ataliba Paes e Doces Ltda.,Abreu,1,1,100.0
4567,Bellamar Comercio de Doces e Salgados Ltda.,Abramovay,1,2,50.0
4580,Bellator Seguranca e Vigilancia Ltda.,Zeggio,2,2,100.0
4581,Bells Servicos de Mao de Obra Ltda.,Calia,1,1,100.0
4587,Belltech do Brasil Comercio de Sistemas de Computadores e de Telefonia Ltda.,Belltech,2,3,66.66666666666666
4589,Beltis Service Brasil Ltda.,Carlos,1,1,100.0
4619,Bematize Solucoes em Rh e Corretagem de Seguros Ltda.,Santos,3,10,30.0
4627,Bend Steel Industria e Comercio de Estampados de Metais Ltda.,Stabile,2,2,100.0
4628,Bendix Assessoria Administrativa Ltda.,Fgl,1,1,100.0
4636,Beneficio Facil Servicos Ltda.,Mouallem,2,3,66.66666666666666
4638,Beneo Latinoamerica Coordenacao Regional Ltda.,Beneo-Orafti,1,1,100.0
4639,Bentley Systems Brasil Ltda.,Bentley,2,3,66.66666666666666
4643,Bequest Gestao Ambiental Ltda.,Bequest,1,2,50.0
4646,Bequest Solucoes Ltda.,Bequest,1,1,100.0
4653,Bercario e Recreacao Infantil Brincarte Ltda.,Marta,2,4,50.0
4664,Bernardi e Schnapp Advogados,Bernardi,2,20,10.0
4716,Bernhoeft Pericia Contabil Ltda.,Augusto,1,2,50.0
4723,Berry Appleman e Leiden Consultoria e Assessoria de Imigracao Ltda.- em Liquidacao,Antonio,1,1,100.0
4727,"Berrygood Comercio, Importacao e Distribuicao de Frutas Ltda.",Hortifrut,2,2,100.0
4730,Bertelsmann Brasil Participacoes Ltda.,Bertelsmann,1,2,50.0
4736,Bertola e Associados Contabilidade Ltda.,Bertola,1,1,100.0
4739,Bertolucci Ltda.,Bertolucci,1,1,100.0
4742,Best Company Construtora Falido Ltda.,Domina,1,1,100.0
4743,Best Tech Locacoes de Maquinas Ltda.,Bianco,2,2,100.0
4749,Beta Brasil Limpeza e Conservacao Ltda.,Aquino,1,1,100.0
4752,Beta Industria e Comercio de Artefatos de Borrachas Ltda. Filial,Dualibi,1,1,100.0
4754,Bettcher do Brasil Comercio de Maquinas Ltda.,Bettcher,1,2,50.0
4757,Better Terceirizacao de Servicos Eireli,Bonfim,1,1,100.0
4760,Bf Utilidades Domesticas Ltda.,Abravanel,1,2,50.0
4764,Bgrs Brazil Servicos Globais de Realocacao Ltda.,Bgrs,1,1,100.0
4767,Bh Parque Acabamentos e Construcoes Ltda.,Edilton,1,1,100.0
4771,Bhp Engenharia Termica e Comercio Ltda.,(33.34%),1,1,100.0
4774,Bht Engenharia e Montagens Ltda.,Adriano,1,2,50.0
4781,Biape Comercio e Importacao Ltda.,Correia,1,1,100.0
4785,Biblion Logistica S.A.,Alfredo,1,1,100.0
4790,Bidu Corretora de Seguros e Servicos de Internet Ltda.,Thk,1,1,100.0
4791,Bier Wein Distribuidora Ltda.,Azevedo,1,2,50.0
4796,Big Rodas Industria e Comercio Ltda.,Lourdes,1,1,100.0
4799,Bikestar Comercio de Motocicletas S.A.,Berringer,2,3,66.66666666666666
4810,Bilheteria Digital Promocao e Entretenimento Ltda.,Cohen,2,3,66.66666666666666
4816,Bio 2 Importacao e Comercio de Materiais Medico Hospitalares Ltda.,Implantes,1,1,100.0
4818,Bio Plastic Industria e Comercio de Embalagens Ltda.,Diniz,1,2,50.0
4824,Bioagri Analises de Alimentos Ltda.,Brasil,1,2,50.0
4831,Biocath Comercio de Produtos Hospitalares Ltda.,Anselmo,4,4,100.0
4838,Biofruti Comercio de Frutas Ltda.,Barrocal,1,2,50.0
4843,Bioin Farmacia de Manipulacao Ltda.,Angelo,1,1,100.0
4847,Biomax Medical Comercio e Representacoes Ltda.,Bras,1,3,33.33333333333333
4856,Biotec Dermocosmeticos Ltda.,Franco,1,1,100.0
4861,Biotec Industria e Comercio de Alimentos Ltda.,Nezi,2,2,100.0
4863,Biotechnology Ortopedia Importacao e Exportacao Ltda.,Exportacao,1,1,100.0
4868,Biscayne Empreendimentos e Participacoes S.A.,Agricola,5,5,100.0
4870,Biti Integracao e Servicos em Infraestrutura Ltda.,Angela,1,2,50.0
4878,Bizma Investimentos Ltda.,Empreendimentos,1,1,100.0
4881,Bko Desenvolvimento Imobiliario Ltda.,Bko,1,1,100.0
4887,Black River Cafe Ltda.,Esteve,2,3,66.66666666666666
4893,Blackberry Servicos de Suporte de Vendas do Brasil Ltda.,Blackberry,2,2,100.0
4896,Blackboard do Brasil Servicos de Tecnologia em Educacao Ltda.,Blackboard,2,2,100.0
4899,Blackpool Industria e Comercio Ltda.,Teng,1,2,50.0
4903,Blackrock Brasil Gestora de Investimentos Ltda.,Blackrock,1,3,33.33333333333333
4912,Blackstone Solucoes Corporativas S.A.,Arca,3,3,100.0
4914,Bladex Representacao Ltda.,Bladex,2,2,100.0
4921,Bleizer Industria de Roupas Ltda.,Castro,1,1,100.0
4924,Blessed Produtos Populares Ltda.,Aparecida,1,2,50.0
4930,Blk Sistemas Financeiros Ltda.,Cetip,1,1,100.0
4933,Blockbit Tecnologia Ltda.,Blockbit,1,1,100.0
4935,Bloom Restaurantes Brasil S.A.,Brasil,1,1,100.0
4938,Blu Logistics Brasil Transportes Internacionais Ltda.,Acurcio,1,6,16.666666666666664
4960,Blue Bay Comercial Ltda.,Diwan,1,2,50.0
4964,Bluecielo do Brasil Solucoes de Gerenciamento Ltda.,B.V.,2,2,100.0
4973,Bluesoft Consultoria em Informatica Ltda.,Prime,2,3,66.66666666666666
4975,"Blumerc Construcao, Incorporacao e Empreendimentos Ltda.",Camargo,1,2,50.0
4983,Blw Comercio de Produtos Oticos e Representacao Comercial Ltda.,Girasol,1,1,100.0
4986,Bm Servicos Administrativos Ltda. (São Paulo),Alexandre,1,1,100.0
4989,Bmc Engenharia e Construcao Ltda.,Beltrammi,1,2,50.0
4998,Boa Cozinha Cozinha Industrial de Alimentos Ltda.,Confessoro,2,4,50.0
5008,Boardriders do Brasil Comercio de Artigos Esportivos Ltda.,Holdings,2,3,66.66666666666666
5026,Bocadinho Alimentos Ltda.,Queiroz,3,4,75.0
5053,Bodipasa Bombas Diesel Paulista Ltda.,Pretto,3,12,25.0
5062,Boiron Medicamentos Homeopaticos Ltda.,Boiron,1,2,50.0
5067,Bojotex Confeccoes Ltda.,Ana,1,1,100.0
5075,Bom Baiano Distribuidora de Doces Ltda.,Fernandes,5,5,100.0
5084,Bona - Terceirizacao de Mao-de-Obra Para Logistica Ltda.,Bonato,3,4,75.0
5095,Bonaliment Alimentacao Ltda.,Alberto,1,1,100.0
5099,Bone Surgical Equipamentos Medicos Ltda.,Edirlei,1,1,100.0
5101,Bonini Logistica em Organizacao de Documentos Ltda.,Bonini,2,2,100.0
5107,Bonjardim Paulista Comercio de Alimentacao Ltda.,Miguel,2,2,100.0
5111,Bonneg Servicos e Comercio de Vidros Ltda.,Cassiano,1,1,100.0
5117,Bookeepers Consultoria Tributaria Ltda.,Claudia,2,7,28.57142857142857
5136,Bopp Service Ltda.,Gomes,1,2,50.0
5141,Borba Confeccoes e Comercio Ltda.,Borba,2,2,100.0
5146,Boreto & Cardoso Ltda.,Cardoso,2,3,66.66666666666666
5153,Borregaard Brasil Ltda.,As,1,1,100.0
5155,Bosque das Palmeiras Ltda.,Administracao,3,4,75.0
5161,Boto Industria e Comercio Ltda.,Horn,1,2,50.0
5167,Bottega Veneta Holding Ltda.,Bottega,2,2,100.0
5171,Bovinus Reboucas Churrascaria Ltda.,Chiesa,1,2,50.0
5176,Box Brasil Reciclagem Ltda.,Manfrim,2,2,100.0
5180,Box Elegance Ltda.,Bom,1,1,100.0
5183,"Br Beauty Cosmeticos, Comercio, Importacao e Exportacao Ltda.",Nuova,1,1,100.0
5185,Br Partners Assessoria Financeira Ltda.,Br,2,2,100.0
5189,Br Partners Gestao de Recursos Ltda.,Br,1,1,100.0
5194,Br3 Tecnologia e Industria Quimica e Farmaceutica Ltda.,Perez,2,3,66.66666666666666
5198,"Brad Prestacao de Servicos em Assessoria, Divulgacao e Promocao de Vendas Ltda.",Angelica,1,1,100.0
5202,Bradesco-Kirton Corretora de Cambio S.A.,Carlos,1,1,100.0
5206,Braemp Brasil Empreendimentos e Participacoes Ltda.,Antonio,1,2,50.0
5214,Brafi Montagens Ltda.,Costa,1,1,100.0
5221,Braga & Garbelotti - Consultores Juridicos e Advogados,Braga,3,11,27.27272727272727
5254,Braga Nascimento e Zilio Advogados Associados,Jose,2,3,66.66666666666666
5259,Brainlab Ltda.,Brainlab,1,2,50.0
5264,Brakematic Ltda.,Daniela,1,1,100.0
5270,Brand Loyalty Brasil Marketing de Promocoes Ltda.,B.V.,2,2,100.0
5273,Brandtone Brasil Servicos de Pesquisa Ltda.,Andres,1,2,50.0
5279,Brapenta Eletronica Ltda.,Brasil,1,2,50.0
5286,Brascin Comercio e Servicos em Informatica Ltda.,Cruz,1,1,100.0
5289,Brascin Servicos em Informatica Ltda.,Antunes,1,2,50.0
5302,Brasformer Produtos Eletricos Ltda.,Milani,5,5,100.0
5305,Brasil America Express Logistica Transportes Ltda.,Fernandes,1,1,100.0
5308,Brasil Dental Servicos Compartilhados Ltda.,Camisotti,1,2,50.0
5313,Brasil Ponto Digital - Certificado e Solucoes Empresariais Ltda.,Gomes,1,1,100.0
5316,Brasil Risk Solucoes Logisticas Eireli,Faria,1,1,100.0
5319,Brasil Servicos Ltda. (Belo Horizonte) (CNPJ:02978862/0001-19),Abreu,1,1,100.0
5322,Brasilfactors S.A.,(40.00%),1,1,100.0
5329,Brasilino Logistica Integrada Ltda.,Braselino,1,1,100.0
5339,Brasilminas Industria e Comercio Ltda.,Monaco,3,3,100.0
5343,Brasiltec Logistica Ltda.,Eduardo,1,1,100.0
5346,Brasimet Processamento Termico Ltda.,Industrial,1,1,100.0
5355,Braskor Portaria e Limpeza Ltda.,Zeggio,2,2,100.0
5361,Braslab Produtos Oticos Ltda.,Tanaka,2,2,100.0
5364,Brasmix Comercio e Importacao Ltda.,Gomes,2,2,100.0
5373,Brasport Assessoria em Comercio Exterior Ltda.,Sasso,2,3,66.66666666666666
5375,Brasterra Empreendimentos Imobiliarios Ltda.,Brasil,2,3,66.66666666666666
5383,Brastrela Importacao e Exportacao Ltda.,Takefumi,1,1,100.0
5385,Braswey S.A.Industria e Comercio,Braswey,1,1,100.0
5388,Braujin Alimentos Ltda.,Jose,1,1,100.0
5391,Bravium S.A.,Adelmo,1,10,10.0
5425,Bravo Log Transportes Ltda. em Recuperacao Judicial,Carvalho,3,4,75.0
5433,Bravo Te - 2 Servicos Especializados Ltda.,Arlete,1,1,100.0
5436,Brawal Ferramentaria de Precisao Ltda.,Airton,1,5,20.0
5455,Brazinco Industria de Pigmentos Ltda.,Garcia,6,6,100.0
5458,Bref Iii Empreendimentos Imobiliarios 9 S.A.,Atilio,1,1,100.0
5465,Brg Brasil Consultoria Ltda.,Llc,2,4,50.0
5468,Brg Pinturas Comercio e Servicos Ltda.,Andrea,1,2,50.0
