,Empresa,nome,count_x,count_y,proporcao_nomes_por_qtde_socios
19904,Iomed Ortopedia Especializada Ltda.,Suplly,1,1,100.0
19905,Ipanema Comercial Exportadora e Importadora Eireli,Boutros,1,1,100.0
19908,Iprospect Search & Marketing Ltda.,Big,1,1,100.0
19914,Iqvia Ies Brasil Ltda.,Iqvia,2,3,66.66666666666666
19919,Iqvia Solucoes de Tecnologia do Brasil Ltda.,Ag,1,2,50.0
19924,Iracema da Angelica Paes e Doces Ltda.,Bianca,1,1,100.0
19929,Iracema do Klabin Paes e Doces Ltda.,Lilian,1,1,100.0
19934,Iridium Servicos de Satelites S.A.,Iridium,2,2,100.0
19937,Irish Bar Company Ltda.,Ali,1,2,50.0
19943,Irl Outservice Teleinformatica Ltda.,Aparecida,1,1,100.0
19947,Irmaos Adjiman Industria e Comercio Ltda.,Adjiman,1,1,100.0
19952,Irmaos Galeazi Ltda.,Investimentos,2,3,66.66666666666666
19963,Irmaos Teruya Comercio de Ferragens e Ferramentas Ltda.,Teruya,3,3,100.0
19978,Irmaos Vitale Editores Ltda.,Vitale,5,6,83.33333333333334
19979,Ironfer Empreendimentos e Construcoes Ltda.,Coelho,1,1,100.0
19983,Isap Apoio Administrativo Ltda.,Aparecida,1,1,100.0
19988,Isar Engenharia e Montagens Ltda.,Furtado,4,5,80.0
19996,Isay Weinfeld Arquitetura e Urbanismo Ltda.,Adriana,1,13,7.6923076923076925
20037,Ishida do Brasil Ltda.,Co.,1,2,50.0
20040,Ishiyama Energia Montagens e Infraestrutura Ltda.,Ishirugi,1,1,100.0
20049,Iso Construcoes e Incorporacoes S.A.,Iso,2,3,66.66666666666666
20052,Iso Radiologia Diagnostico Por Imagem Ltda.,Cabus,1,5,20.0
20067,Isoplan Comercial Instrumentacao e Metrologia Ltda.,Edson,1,1,100.0
20082,Ispm Servicos de Informatica Ltda.,Santos,2,4,50.0
20088,Israco Industria e Comercio Ltda.,Levy,3,3,100.0
20091,Issa Analia Franco Comercio Importacao e Exportacao Ltda.,Gonzalez,2,2,100.0
20096,Issa Motors Comercio de Veiculos e Pecas Ltda.,Gonzalez,2,2,100.0
20102,Istech Solucoes Para Telecomunicacoes Ltda.,Informatec,2,2,100.0
20107,It Midia Editora Ltda.,G4V1,1,1,100.0
20108,It Partner Servicos em Tecnologia Ltda.,Eduardo,1,1,100.0
20112,Ita Fria Industria e Comercio Ltda.,Carrara,2,2,100.0
20115,Itacumbi Agricola e Pastoril Ltda.,Cfl,1,1,100.0
20116,"Italian Coffee do Brasil Industria, Comercio e Locacao de Maquinas Ltda.",Aliberti,1,1,100.0
20122,Itamby Participacao e Desenvolvimento Ltda.,Krause,2,2,100.0
20127,Itapemirim Transportes Aereos Ltda.,Falido,1,2,50.0
20133,Itapeva Recuperacao de Creditos Ltda.,Investimentos,1,1,100.0
20135,Itautec S.A.- Grupo Itautec,Consorcio,1,1,100.0
20140,Itavema Europa Veiculos Ltda.,Franco,3,3,100.0
20156,Itavema Italia Veiculos e Maquinas Ltda.,Franco,9,11,81.81818181818183
20185,Itavema Japan Veiculos Ltda.,Franco,11,12,91.66666666666666
20217,Itavema Veiculos Seminovos Ltda.,Franco,12,13,92.3076923076923
20235,Itelios do Brasil Informatica Ltda.,Brasil,1,1,100.0
20237,Itelligence Group - Servicos de Seguranca do Trabalho e Contra Incendio Eireli,Ana,1,1,100.0
20244,Iteris Consultoria e Software Ltda.,Almeida,2,28,7.142857142857142
20349,Itrade Marketing Smollan Brasil Ltda.,Souza,3,11,27.27272727272727
20353,Its Informacao e Tecnologia Ltda.,Correa,1,1,100.0
20356,Iuni Participacoes e Servicos S.A.,Empreendimento,4,11,36.36363636363637
20372,Iwg Estacionamentos Ltda.,Guebur,1,1,100.0
20375,Izettle do Brasil Meios de Pagamento Ltda.,Ab,1,1,100.0
20379,Izi Moveis e Decoracoes Ltda.,Birman,1,1,100.0
20386,J C C Engenharia Ltda.,Ferreira,2,2,100.0
20393,J F Hillebrand do Brasil Transportes Internacionais Ltda.,Hillebrand,2,2,100.0
20396,J J Grill & Pizza Ltda.,Zappani,2,2,100.0
20397,J L N - Estacionamentos Ltda.,Morad,1,2,50.0
20401,J&F Agropecuaria Ltda.,Batista,1,2,50.0
20405,J.A.Mollo Esportes Ltda.,Arthur,1,1,100.0
20408,J.B.Ferreira & Cia Ltda.,Supama,1,1,100.0
20409,J.I.- Industria e Comercio de Produtos Alimenticios Ltda.,Andreassa,3,3,100.0
20415,J.I.G.S Paulista Servicos Ltda.,Amaro,2,2,100.0
20424,J.Ida Agropecuaria Ltda.,Garcia,3,4,75.0
20428,J.M.S.Costa,Costa,1,1,100.0
20469,J.Martinelli Sociedade de Advogados,Fernanda,3,39,7.6923076923076925
20539,"J.N.S.Engenharia, Consultoria e Gerenciamento Ltda.",Ana,1,7,14.285714285714285
20559,J.P.Morgan Administradora de Carteiras Brasil Ltda.,Asset,2,2,100.0
20572,J.S.C Empreendimentos e Participacoes Ltda.,Song,2,4,50.0
20577,J.Safra Assessoria Financeira Sociedade Unipessoal Ltda.,Banco,1,1,100.0
20579,J.Seda Neto Transportes Ltda.,Jose,1,1,100.0
20582,J.Torres Construcoes e Materiais Eireli,Jose,1,1,100.0
20587,Jab Importacao e Exportacao Ltda.,Benassi,6,7,85.71428571428571
20602,Jacaranda Bercario e Educacao Infantil Ltda.,Investimentos,1,1,100.0
20607,Jacarei Agricultura e Comercio Ltda.,Lopes,3,3,100.0
20611,Jacyara Empreendimentos Imobiliarios Spe Ltda.,Empreendimentos,2,4,50.0
20617,Jaguari Comercial e Agricola Ltda.,Belgravia,1,3,33.33333333333333
20621,Jairo Candido e Advogados Associados,Andrea,1,2,50.0
20632,Jani-King do Brasil Servicos e Franquias Ltda.,Llc,2,4,50.0
20635,Jardim Escola Paulista Ltda.,Cerri,1,1,100.0
20637,Jardim Industria e Comercio S.A.,Alimentícios,1,3,33.33333333333333
20653,Jardim e Macedo 2001 Empreendimentos Ltda.,Jardim,4,4,100.0
20661,Jato do Brasil Informacoes Automotivas Ltda.,Jato,2,2,100.0
20664,Jatoba Empreendimentos e Agronegocios Ltda.,Aguiar,1,1,100.0
20667,Jc Servicos de Limpeza Ltda.,Araujo,1,1,100.0
20670,Jc Thedin Transportes Ltda.,Jefferson,1,1,100.0
20673,Jcdecaux Latam Servicos de Management Ltda.,Brasil,1,1,100.0
20675,Jck Pinturas Eireli,Jane,1,1,100.0
20678,Jcn Comercio e Representacoes Ltda.,Alves,1,1,100.0
20682,Jcn Solucoes Eireli,Caboclo,1,1,100.0
20685,Jda Solution do Brasil Ltda.,Chile,1,2,50.0
20690,Jdg Construtora Ltda.,Bruno,1,2,50.0
20705,Jdl Metalurgica e Artefatos de Metais Ltda.,Silva,2,3,66.66666666666666
20708,Jds Jardins Restaurante Ltda.,Nagai,2,2,100.0
20711,Jedmetais Industria e Comercio Ltda.,Andrade,1,1,100.0
20713,Jeene Juntas e Impermeabilizacoes Ltda.,Calixto,1,1,100.0
20717,Jelens Curso de Ingles Ltda.,Eisig,1,1,100.0
20720,Jellyfish Brasil S.A.,Informacao,1,1,100.0
20724,Jeol Brasil Instrumentos Cientificos Ltda.,Jeol,2,3,66.66666666666666
20727,Jetfrio Refrigeracao Ltda.,Batista,1,2,50.0
20735,Jeunesse Brasil Comercial Ltda.,Jeunesse,2,5,40.0
20737,Jeval Servicos e Logistica Ltda.,Augusto,1,2,50.0
20746,Jfgranja Contabilidade S/S,Granja,2,2,100.0
20756,Jgtec Ar Condicionado Ltda.,Silva,2,3,66.66666666666666
20758,Jinny Software Latin America Importacao e Exportacao Ltda.,Jinny,1,2,50.0
20764,Jj Instalacao de Ar Condicionado Ltda.,Batista,1,2,50.0
20770,Jj Prestacao de Servicos de Terceirizacao Ltda.,Andrade,1,1,100.0
20773,Jj Service Comercio e Instalacoes Comerciais Ltda.,Angeli,1,2,50.0
20782,"Jjs Condoservice - Prestacao de Servicos de Controle de Acesso, Monitoramento e Limpeza Ltda.",Jesus,3,3,100.0
20786,Jk Express Servicos Ltda.,Chiarelo,1,1,100.0
20789,Jk Iguatemi Estacionamentos Ltda.,Centers,2,2,100.0
20795,Jkpj Comercio e Instalacoes Ltda.,Jose,1,1,100.0
20798,Jl Budoia Panificadora Ltda.,Budoia,1,1,100.0
20801,Jml Assessoria Contabil e Fiscal Ltda.,Joao,1,1,100.0
20809,Jms Comercio e Servicos Metroferroviarios Ltda.,Silva,2,2,100.0
20810,Jnr Servicos & Acabamentos - Eireli,Jailton,1,1,100.0
20813,Joao Daniel Filmes Ltda.,Servicos,1,1,100.0
20822,Joao Marques da Silva Comercial Ltda.,Marques,3,3,100.0
20828,Jocal Ss Ltda. Empreiteira de Mao de Obra,Costa,1,1,100.0
20834,Johnson Matthey Brasil Ltda.,Limited,2,2,100.0
20836,Joining Comercio Eletro-Eletricos Ltda.,Bao,1,2,50.0
20840,Jomitesi Empreendimentos e Participacoes S.A.,Agricola,5,5,100.0
20842,Jones Day - Consultores em Direito Estrangeiro / Direito Norte-Americano e Espanhol,Angus,1,5,20.0
20856,Jorge Lockemann Industria de Embalagens de Material Plastico Ltda.,Alemolde,1,2,50.0
20864,Jornimary Construcoes Ltda.,Jorge,1,1,100.0
20868,Jose Edivaldo Servicos e Construcoes Unipessoal Ltda.,Edivaldo,1,1,100.0
20872,Jota K Interlagos Sport Modas - Eireli,Eduardo,1,1,100.0
20875,Jotacom Comunicacao e Publicidade Ltda.,Figueiredo,1,3,33.33333333333333
20883,Jpmc Empreiteira Ltda.,Barbosa,1,1,100.0
20886,Jr Logistica e Transportes Ltda.,Duarte,1,1,100.0
20890,Jrm Idiomas Ltda.,Beggs,1,2,50.0
20896,Jrp Contabilidade S/S,Camilotti,2,2,100.0
20901,Js Logistica de Cargas Ltda.,Eduardo,1,1,100.0
20905,Jsa Produtos Automotivos Ltda.,Marcon,2,2,100.0
20911,Jtc Distribuidora Eireli,Antonio,2,2,100.0
20917,Juan Uribe Ingles Infantil Ltda.,Lopez,2,2,100.0
20922,Julio Okubo Joias Ltda.,Julio,1,2,50.0
20927,Jumpeducation Treinamentos Negocios e T.I Ltda.,Marcelo,1,1,100.0
20931,Juncao Comercio e Servicos Ltda.,Empreendimentos,2,2,100.0
20937,Juntalima Industria e Comercio de Auto Pecas Ltda.,Lima,2,2,100.0
20940,Juresa Industrial de Ferro Ltda.,Andre,1,1,100.0
20942,Juriti Construcoes e Mao de Obra Ltda.,Grasiana,1,1,100.0
20970,Juritis Comercio e Servicos de Informatica Ltda.,Eduardo,4,34,11.76470588235294
21039,Just Digital Web Solutions Informatica e Comercio Ltda.,Squadra,1,1,100.0
21041,Jv Tubos e Acabamentos Ltda.,Amado,1,1,100.0
21044,Jvckenwood do Brasil Comercio de Eletronicos Ltda.,Corporation,2,4,50.0
21050,K Line Roro & Bulk Agencia Maritima Brasil Ltda.em Liquidacao em Liquidacao,Albuquerque,2,2,100.0
21057,K M G Construtora Ltda.,Figueiredo,1,1,100.0
21060,K Parts Industria e Comercio de Pecas Ltda.,Claudio,1,1,100.0
21068,K-Way Comercio de Veiculos Ltda.,Mattos,2,2,100.0
21071,K2 Partnering Solutions do Brasil Consultoria em Tecnologia da Informacao Ltda.,Antonio,1,2,50.0
21077,Ka Solution Tecnologia em Software Ltda.,(34.00%),1,1,100.0
21084,Ka Solution Treinamento Ltda.,Gama,2,2,100.0
21088,Kadua Eventos e Gestao Empresarial Ltda.,Ativos,1,1,100.0
21090,Kairo S Global Alimentos Ltda.,Alljaber,1,2,50.0
21093,Kairos Servicos de Limpeza Comercial Ltda. - Falida,Aguiar,1,2,50.0
21103,Kairos-Engenharia e Gerenciamento Ltda.,Gomes,3,3,100.0
21108,Kaizen Human Resources Ltda.,Carlos,1,1,100.0
21110,Kalendae Solucoes em Gestao Ltda.,Bauer,1,2,50.0
21117,Kallas Porto Maravilha Empreendimentos Imobiliarios Ltda.,Emilio,1,1,100.0
21121,Kamel e K Madeiras e Ferragens Ltda.,El,1,1,100.0
21124,Kamy Tapetes - Comercio Ltda.,Abrarpour,1,2,50.0
21131,Kanamaru Sociedade de Advogados,Kanamaru,2,2,100.0
21135,Kanxa Industrial Ltda.,Cordeiro,3,5,60.0
21143,Kap Componentes Eletricos Ltda.,Caputi,3,7,42.857142857142854
21160,Kaper Sao Paulo Comercio de Papeis Ltda.,Saruhashi,2,2,100.0
21173,Kapitalo Investimentos Ltda.,Carlos,2,21,9.523809523809524
21238,Karimex Componentes Eletronicos Ltda.,Paulo,2,4,50.0
21243,Karl Storz Marketing America do Sul Ltda.,Karl,2,2,100.0
21246,Karmani Fashion Ltda.,Dong,1,1,100.0
21255,Katec Importacao Ltda.,Khafif,6,6,100.0
21260,Katun Brasil Comercio de Suprimentos Pecas e Equipamentos Ltda.,Delaware,1,1,100.0
21264,Kaufmann Industria e Comercio Ltda.,Claudot,2,2,100.0
21268,Kawasaki Sociedade de Advogados,Claudio,1,2,50.0
21273,"Kaxuxa Industria, Distribuidora e Comercio de Doces Ltda.",Andrade,1,1,100.0
21277,"Kaybee Exim do Brasil, Importacao e Exportacao Ltda.",Chawla,1,2,50.0
21282,Keeper Terceirizacao de Servicos Ltda.,Amboni,1,1,100.0
21291,Keeva Investimentos e Participacoes Ltda.,Lipszyc,4,4,100.0
21293,Kelo Comercial Ltda.,Xianli,1,1,100.0
21295,Kemikal do Brasil Comercio e Construcoes Ltda.,Alberto,1,2,50.0
21301,Kemp Oficina de Projetos e Gerenciamento Ltda.,Auto,1,3,33.33333333333333
21312,Kenshoo Brasil Plataforma de Marketing Ltda.,Kenshoo,2,3,66.66666666666666
21314,Keola Comercio de Produtos Farmaceuticos Ltda.,Anelise,1,1,100.0
21319,Kesses Confeccoes Ltda.,Hee,1,2,50.0
21325,Keyence Brasil Comercio de Produtos Eletronicos Ltda.,Corporation,1,1,100.0
21327,Kf Comercio e Servicos de Alimentacao Ltda.,Francine,1,1,100.0
21334,Kfw Bankengruppe Representacoes Ltda.,Gmbh,2,3,66.66666666666666
21341,Kiabi do Brasil Modas Ltda.,Ifile,1,2,50.0
21343,Kibel Agro Comercial Ltda.,Fernando,1,1,100.0
21346,Kiko Distribuidora de Cosmeticos Eireli,Barbieri,1,1,100.0
21350,Kings Governanca de Servicos Eireli,Castro,1,1,100.0
21354,Kings Way Restaurante Ltda.,Ars,1,4,25.0
21365,Kingston Technology do Brasil - Servicos Tecnicos de Informatica Ltda.,Kingston,2,2,100.0
21367,Kinolt Sistemas de Ups Ltda.,Euro-Diesel,1,1,100.0
21369,Kirton Administracao de Servicos Para Fundo de Pensao Ltda.,Bradesco,2,2,100.0
21373,Kiston Restaurantes Ltda.,Bielston,1,2,50.0
21375,Kjpl Administracao de Bens Ltda.,Janaina,1,1,100.0
21378,Klar Construtora Ltda.,Alberto,1,3,33.33333333333333
21389,"Klb Group Brasil, Consultoria e Servicos Ltda.",Business,1,1,100.0
21392,Kloeckner Metals Brasil Ltda.,Co,1,1,100.0
21395,Kms Propaganda Ltda. (Caldas Novas) (CNPJ:03734064/0001-04),Lucia,1,1,100.0
21400,Knijnik S.A.Paulo Engenharia Integrada Ltda.,Knijnik,2,2,100.0
21401,Kobold Gestora de Fundos Ltda.,Carneiro,1,4,25.0
21413,Koch Solucoes de Engenharia Ltda.,America,1,2,50.0
21419,Koin Tec - Servicos de Informatica e Tecnologia Ltda.,Laureano,1,1,100.0
21430,Kolekto Tecnologia Ltda.,Osf,2,4,50.0
21434,Kondor Administradora e Gestora de Recursos Financeiros Ltda.,Almeida,1,6,16.666666666666664
21451,Konica Minolta Healthcare do Brasil Comercio de Equipamentos Medicos Ltda.,Hirayama,1,2,50.0
21459,"Kontak Viagens, Turismo e Eventos Ltda.",Bernhoeft,2,3,66.66666666666666
21465,Konya Comercio de Oculos Ltda.,Adissi,1,1,100.0
21468,Kore Tm Data Processamento de Dados Ltda.,Brasil,1,1,100.0
21683,Koury Lopes Advogados,Silva,7,91,7.6923076923076925
21711,Kovr Previdencia S.A.,(100.00%),1,1,100.0
21722,Kpc & Associados Servicos Contabeis Ltda.,Paulo,2,5,40.0
21940,Kpmg Corporate Finance Ltda.,Silva,7,95,7.368421052631578
21985,Kpmg Financial Risk & Actuarial Services Ltda.,Fernando,2,21,9.523809523809524
22048,Kpmg Tax Advisors Ltda.,Fernandes,2,22,9.090909090909092
22085,Kr Mai Industria e Comercio de Rodas Ltda.,4M,1,1,100.0
22087,Kr Store Premium Comercio e Servicos de Veiculos Ltda.,Castilho,1,1,100.0
22092,Krakowiak Advogados,Ana,2,19,10.526315789473683
22152,Krj - Industria e Comercio Ltda.,Bedicks,3,7,42.857142857142854
22168,Kroke Industria e Comercio de Alimentos Ltda.,Nagahama,2,2,100.0
22174,Kroll Associates Brasil Ltda.,Kroll,2,3,66.66666666666666
22176,Kroll Brasil Ltda.,Advisory,1,3,33.33333333333333
22184,Kron Instrumentos Eletricos Ltda.,Bedicks,4,4,100.0
22192,Krona Maxi Gerenciamento de Riscos Ltda.,Alves,1,2,50.0
22199,Krona Multi - Gerenciamento de Riscos Ltda.,Centoducato,1,2,50.0
22204,Kroni Travel Agencia de Viagens e Turismo Ltda.,Cristina,1,1,100.0
22207,Ks Fitness Comercio de Equipamentos Para Ginastica Eireli,Bonventi,1,1,100.0
22213,Ksg Industria e Comercio em Automacao Ltda.,Santos,2,2,100.0
22220,Ksl Associados Ltda. - Grupo Ksl,Motoda,2,2,100.0
22225,"Ktk Industria, Importacao, Exportacao e Comercio de Equipamentos Hospitalares Ltda. em Recuperacao Judicial",Takaoka,3,4,75.0
22227,Ktree Penso Tecnologia da Informacao Ltda.,Bermejo,1,4,25.0
22240,Kty Engenharia Ltda.,Alljaber,1,2,50.0
22243,Kulzer South America Ltda.,Brasil,1,2,50.0
22254,Kuraray South America Ltda.,Kuraray,2,3,66.66666666666666
22257,Kwg Grafica Online Ltda.,Ronald,1,1,100.0
22263,Kws Servicos e Participacoes South America Ltda.,Kws,2,2,100.0
22265,L Annunziata & Cia Ltda.,Annunziata,3,3,100.0
22272,L F Pessoa Instalacao Eletrica e Hidraulica,Francisco,1,1,100.0
22275,L Hotel Ltda.,Empreendimentos,1,2,50.0
22280,L&M Group Assessoria e Consultoria Contabil Ltda.,Andrade,1,2,50.0
22291,L.A.Comercio e Instalacoes de Ar Condicionado Ltda.,Pereira,2,2,100.0
22294,L.A.F.do Brasil Industria de Cabos e Fios Granulados Ltda.,Augusto,1,1,100.0
22297,L.C.Producoes Artisticas Ltda.,Camargo,1,1,100.0
22302,L.D'.G.Representacao Comercial Ltda.,Daniel,1,1,100.0
22305,L.G.A.Estudio Gourmet Comercio de Alimentos Ltda.,Cordeiro,1,1,100.0
22310,L.Paulistanas Calcados e Confeccoes Ltda. Filial,Carmello,2,2,100.0
22314,L.S Local Surf Comercio e Confeccao Ltda.,Bueno,1,1,100.0
22319,L.S.Comercio de Livros e Artigos de Conveniencia Ltda.em Recuperacao Judicial,Empreendimentos,2,3,66.66666666666666
22340,L.e.K.Brasil Servicos em Consultoria Ltda.,Junior,2,10,20.0
22354,L2F Participacoes Ltda.,(0.00%),2,2,100.0
22359,L2U Comercio e Instalacoes Ltda.,Comercio,1,2,50.0
22365,L4B Logistica Ltda.,Fabien,1,2,50.0
22371,La Bella Gastronomia Ltda.,Deas,1,2,50.0
22376,La Fabbrica Comunicacao e Marketing Ltda.,Fabbrica,1,1,100.0
22381,La Pergoletta Pasta Fresca Ltda.,Seganti,2,2,100.0
22382,La Vitta Cosmetica Ltda.,Cristina,1,1,100.0
22391,Labate Papeis Maquinas e Suprimentos Ltda.,Labate,3,3,100.0
22394,Label Participacoes Ltda.,Beltran,2,2,100.0
22398,Labinbraz Comercial Ltda.,Argentina,1,1,100.0
22401,Labor Tres Laboratorios e Consultoria Tecnica Ltda.,Andrea,2,3,66.66666666666666
22409,Laboratil Farmaceutica Ltda.,Anovis,1,2,50.0
22421,Laboratorio Aclimacao Ltda.,Margato,2,3,66.66666666666666
22432,Laboratorio Especializado em Liquido Cefalorraqueano Ltda.,Soares,2,2,100.0
22433,Laboratorio Global Animal Ltda.,Freitas,1,2,50.0
22439,Laboratorio Julio de Protese Odontologica Ltda.,Julio,1,1,100.0
22441,Laboratorios Clinicos Associados Ltda.,Analises,1,2,50.0
22450,Laboratorios Ecolyzer Ltda.,Correa,1,2,50.0
22456,Laboratorios Expanscience Comercio Importacao e Exportacao de Produtos Para A Saude Ltda.,Expanscience,2,2,100.0
22458,Laboratorios Naos do Brasil Ltda.,Group,1,2,50.0
22461,Labourserv Recursos Humanos Ltda.,Freire,1,2,50.0
22470,Labware Brasil Servicos de Informatica Ltda.,Inc,2,2,100.0
22665,"Lacaz Martins, Pereira Neto, Gurevich e Schoueri Advogados",Silva,6,82,7.317073170731707
22686,Lacerda Apoio A Saude Ocupacional Ltda.,Claudia,1,3,33.33333333333333
22695,Ladosol Comercio e Servicos de Eventos Ltda.,Anael,1,2,50.0
22704,Lahoud Industria e Comercio Importacao e Exportacao Ltda.,Georges,2,2,100.0
22706,Lancer Vigilancia e Seguranca Ltda.,Jose,1,1,100.0
22713,Lapefer Comercio e Industria de Laminados Ltda.,Locatelli,4,4,100.0
22718,Lapo Holding Patrimonial e Participacoes Ltda.,Lapo,2,2,100.0
22720,Lar - Construcoes e Incorporacoes Ltda.,Alessandro,1,1,100.0
22724,Lars Empreendimentos Ltda.,Administracao,1,2,50.0
22729,Lassife Industria e Comercio Ltda.,Estevao,1,1,100.0
22735,Laticinios Camanducaia Ltda.,Gouveia,3,3,100.0
22740,Laticinios Imperio Ltda.,Helena,1,2,50.0
22746,Laticinios Prime Queijos Ltda.,Helena,1,1,100.0
22750,Laticinios Xando Ltda.,Aerg,1,5,20.0
22779,Latina Projetos Civis e Associados Ltda.,Silva,3,10,30.0
22780,Laurenti Equipamentos Para Processamento de Dados Ltda.,Antonio,1,1,100.0
22783,Lavore Ufficio Comercio de Moveis e Cadeiras Para Escritorio Ltda.,Galdino,1,2,50.0
22788,Lazard Assessoria Financeira Ltda.,Holdings,1,2,50.0
22791,Lbr - Lacteos Brasil S.A.,Consorcio,1,1,100.0
22796,Lc1 Comercio de Refeicoes Rapidas e Promocoes Ltda.,Bueno,2,9,22.22222222222222
22845,Lca Consultores S.S.,Carlos,5,77,6.493506493506493
23006,Lclcora Consult Ltda.,Almeida,1,1,100.0
23009,Lcm Caminhoes Ltda.,Agropecuaria,1,4,25.0
23026,Lcr Contadores Associados S/S,Coelho,3,5,60.0
23039,Ldx Construcoes Ltda.,Adailson,1,1,100.0
23044,Le Amiche Calcados Ltda.,Kherlakian,2,2,100.0
23048,Le Creuset do Brasil Ltda.,Araujo,1,1,100.0
23051,Le Gorgote Gastronomia Ltda.,Alves,1,1,100.0
23055,Le Jazz Boulevard Bar e Restaurante Ltda.,Bouffe,1,1,100.0
23058,Le Mark Industrial Confeccoes Ltda.,Alves,1,1,100.0
23061,Le Vin Patisserie Confeitaria Ltda.,Cenacolo,1,1,100.0
23062,Leadcomm Comercio Importacao e Exportacao Ltda.,Afonseca,1,5,20.0
23079,Lealteck Servicos Especializados - Eireli,Campos,1,1,100.0
23082,Leasing Malls Consultoria Imobiliaria Ltda.,Ccp,1,1,100.0
23083,Lebanon Market Center Ltda.,Kheir,1,1,100.0
23086,Lec Empreiteira Ltda.,Administrativo,1,2,50.0
23095,Lectra Brasil Ltda.,Adriana,1,1,100.0
23098,Ledware Tecnologia em Software Ltda.,Henrique,1,1,100.0
23107,Leega Consultoria & Informatica Ltda.,Empreendimentos,2,7,28.57142857142857
23123,Lego do Brasil Comercio e Distribuicao de Brinquedos Ltda.,Lego,2,2,100.0
23126,"Leica Geosystems do Brasil Comercio, Importacao e Participacoes Ltda.",Geosystems,2,2,100.0
23130,Lemac Industria e Comercio de Embalagens Ltda.,Felipe,1,1,100.0
23132,Lemani - Comercio e Importacao de Utilidades Domesticas Ltda.,Iaki,3,3,100.0
23138,Lenergie Servico de Alimentacao Ltda.,Expedita,1,1,100.0
23145,Leone Equipamentos Automotivos Ltda.,Leone,4,5,80.0
23150,Lerio Silva Contabilidade Estrategica S/S,Lerio,1,1,100.0
23153,Letnis Consultoria de Informatica Ltda.,Andre,1,6,16.666666666666664
23177,Levy e Salomao-Advogados,Ana,4,33,12.121212121212121
23273,Lexisnexis Informacoes e Sistemas Empresariais Ltda.,B.V.,1,1,100.0
23276,Lg Chem Brasil Intermediacao de Negocios do Setor Quimico Ltda.,Chem,1,2,50.0
23281,Lg Cns Brasil Servicos de T.I.Ltda.,Cns,1,3,33.33333333333333
23292,Lh1003 Servicos de Dados Ltda.,Llc,2,4,50.0
23294,Liceu Camilo Castelo Branco de Itaquera Ltda.,Aparecida,1,2,50.0
23310,Lico S Empreendimentos Imobiliarios Ltda.,Lico,7,7,100.0
23315,Lider Servico de Locacao de Veiculos Ltda.,Joao,1,1,100.0
23319,Life Recursos Humanos Ltda.,Ferreira,2,2,100.0
23323,Life Spine Implantes Ltda.,Alexis,1,3,33.33333333333333
23331,Liga Agil Negocios Digitais Ltda.,Holding,1,1,100.0
23334,Liga Servicos Gerais Ltda.,Cavaleri,1,1,100.0
23336,Lignet Rede Multi Servicos Ltda.,Annex,1,2,50.0
23339,Lima e Santos Empreiteira Ltda.,Adilson,1,2,50.0
23344,Limpac Sistema de Servicos de Portaria e Limpeza Ltda.,Gomes,1,1,100.0
23347,Limpcenter Prestadora de Servicos Ltda.,Eduardo,1,1,100.0
23354,Lince Comercial Ltda.,Martinez,2,3,66.66666666666666
23357,Lindencorp Participacoes e Incorporacoes Ltda.,Desenvolvimento,1,1,100.0
23360,"Lindencorp Participacoes, Administracao e Servicos Ltda.",Analuisa,1,2,50.0
23368,Line Up Comercio de Eletronicos e Representacoes Ltda.,Comercio,1,2,50.0
23376,Linercon Construcao e Incorporacao Ltda.,Merchido,1,1,100.0
23378,"Linevias - Comercio, Logistica, Servicos e Transportes Ltda.",Moreira,1,1,100.0
23387,Linkpartners Information Technology - Tecnologia Aplicada e Servicos de Informatica Ltda.,Oliveira,2,4,50.0
23391,Lino Construcoes e Mao de Obra Eireli,Jocione,1,1,100.0
23394,Linter Filtros Industriais Ltda.,Filtros,1,1,100.0
23400,Lionbridge Participacoes Ltda.,Lionbridge,2,3,66.66666666666666
23404,Liral Restaurantes Ltda.,Bielawski,2,3,66.66666666666666
23409,Lis Lavanderia Industrial e Servicos Ltda.,Cristina,1,2,50.0
23426,Lisboa Industria de Panificacao Ltda.,Martins,5,9,55.55555555555556
23439,"Liss Comercio, Importacao e Exportacao Ltda.",Pai,2,2,100.0
23441,Listenx Servicos de Musica e Comunicacao Ltda.,Alexandre,1,1,100.0
23445,Livanova Brasil Comercio e Distribuicao de Equipamentos Medico-Hospitalares Ltda.,Group,1,2,50.0
23467,Live Marketing de Disseminacao Ltda.,Lucas,2,10,20.0
23485,Livenza Industria e Comercio de Alimentos Ltda.,Alimentos,1,1,100.0
23487,Livre Telecom Comercio e Servicos em Telecomunicacoes Ltda.,Costa,2,2,100.0
23492,Livre e Park Estacionamento Comercial Ltda.,Antonio,1,1,100.0
23495,Liws Participacoes Ltda.,Ag,1,2,50.0
23501,Lixotech Remocao e Transporte de Residuos Ltda.,Aparecida,1,1,100.0
23505,Lk Tel Distribuidora de Filmes Ltda.,Alcaro,1,2,50.0
23510,Lla Instalacoes Prediais Ltda.,Almeida,2,2,100.0
23514,Lm Congonhas Comercio de Produtos Alimenticios Ltda.,Antonieta,1,1,100.0
23516,Lm Telecomunicacoes Ltda.,Empreendimentos,1,1,100.0
23517,Lmbb Private Label Acessorios Ltda.,Andrade,1,1,100.0
23693,Lobo & de Rizzo Sociedade de Advogados,Maria,5,100,5.0
